iteration,train_emotion,test_emotion,match_score,similarity,timestamp,result
76,neutral,sleepiness,0.32,0.07,2025-09-20 20:22:18,fail
77,neutral,amused,0.31,0.07,2025-09-20 20:22:18,fail
77,neutral,anger,0.34,0.11,2025-09-20 20:22:18,success
77,neutral,disgust,0.28,0.07,2025-09-20 20:22:19,fail
77,neutral,neutral,0.33,1.0,2025-09-20 20:22:19,success
77,neutral,sleepiness,0.32,0.07,2025-09-20 20:22:19,fail
78,neutral,amused,0.31,0.07,2025-09-20 20:22:20,fail
78,neutral,anger,0.34,0.11,2025-09-20 20:22:20,success
78,neutral,disgust,0.28,0.07,2025-09-20 20:22:20,fail
78,neutral,neutral,0.33,1.0,2025-09-20 20:22:20,success
78,neutral,sleepiness,0.32,0.07,2025-09-20 20:22:21,fail
79,neutral,amused,0.31,0.07,2025-09-20 20:22:21,fail
79,neutral,anger,0.34,0.11,2025-09-20 20:22:21,success
79,neutral,disgust,0.28,0.07,2025-09-20 20:22:21,fail
79,neutral,neutral,0.33,1.0,2025-09-20 20:22:22,success
79,neutral,sleepiness,0.32,0.07,2025-09-20 20:22:22,fail
80,neutral,amused,0.31,0.07,2025-09-20 20:22:22,fail
80,neutral,anger,0.34,0.11,2025-09-20 20:22:22,success
80,neutral,disgust,0.28,0.07,2025-09-20 20:22:23,fail
80,neutral,neutral,0.33,1.0,2025-09-20 20:22:23,success
80,neutral,sleepiness,0.32,0.07,2025-09-20 20:22:23,fail
81,neutral,amused,0.31,0.07,2025-09-20 20:22:23,fail
81,neutral,anger,0.34,0.11,2025-09-20 20:22:24,success
81,neutral,disgust,0.28,0.07,2025-09-20 20:22:24,fail
81,neutral,neutral,0.33,1.0,2025-09-20 20:22:24,success
81,neutral,sleepiness,0.32,0.07,2025-09-20 20:22:25,fail
82,neutral,amused,0.31,0.07,2025-09-20 20:22:25,fail
82,neutral,anger,0.34,0.11,2025-09-20 20:22:25,success
82,neutral,disgust,0.28,0.07,2025-09-20 20:22:26,fail
82,neutral,neutral,0.33,1.0,2025-09-20 20:22:26,success
82,neutral,sleepiness,0.32,0.07,2025-09-20 20:22:26,fail
83,neutral,amused,0.31,0.07,2025-09-20 20:22:26,fail
83,neutral,anger,0.34,0.11,2025-09-20 20:22:27,success
83,neutral,disgust,0.28,0.07,2025-09-20 20:22:27,fail
83,neutral,neutral,0.33,1.0,2025-09-20 20:22:27,success
83,neutral,sleepiness,0.32,0.07,2025-09-20 20:22:27,fail
84,neutral,amused,0.31,0.07,2025-09-20 20:22:28,fail
84,neutral,anger,0.34,0.11,2025-09-20 20:22:28,success
84,neutral,disgust,0.28,0.07,2025-09-20 20:22:28,fail
84,neutral,neutral,0.33,1.0,2025-09-20 20:22:29,success
84,neutral,sleepiness,0.32,0.07,2025-09-20 20:22:29,fail
85,neutral,amused,0.31,0.07,2025-09-20 20:22:29,fail
85,neutral,anger,0.34,0.11,2025-09-20 20:22:29,success
85,neutral,disgust,0.28,0.07,2025-09-20 20:22:30,fail
85,neutral,neutral,0.33,1.0,2025-09-20 20:22:30,success
85,neutral,sleepiness,0.32,0.07,2025-09-20 20:22:30,fail
86,neutral,amused,0.31,0.07,2025-09-20 20:22:30,fail
86,neutral,anger,0.34,0.11,2025-09-20 20:22:31,success
86,neutral,disgust,0.28,0.07,2025-09-20 20:22:31,fail
86,neutral,neutral,0.33,1.0,2025-09-20 20:22:32,success
86,neutral,sleepiness,0.32,0.07,2025-09-20 20:22:32,fail
87,neutral,amused,0.31,0.07,2025-09-20 20:22:32,fail
87,neutral,anger,0.34,0.11,2025-09-20 20:22:33,success
87,neutral,disgust,0.28,0.07,2025-09-20 20:22:33,fail
87,neutral,neutral,0.33,1.0,2025-09-20 20:22:33,success
87,neutral,sleepiness,0.32,0.07,2025-09-20 20:22:33,fail
88,neutral,amused,0.31,0.07,2025-09-20 20:22:34,fail
88,neutral,anger,0.34,0.11,2025-09-20 20:22:34,success
88,neutral,disgust,0.28,0.07,2025-09-20 20:22:34,fail
88,neutral,neutral,0.33,1.0,2025-09-20 20:22:34,success
88,neutral,sleepiness,0.32,0.07,2025-09-20 20:22:35,fail
89,neutral,amused,0.31,0.07,2025-09-20 20:22:35,fail
89,neutral,anger,0.34,0.11,2025-09-20 20:22:35,success
89,neutral,disgust,0.28,0.07,2025-09-20 20:22:36,fail
89,neutral,neutral,0.33,1.0,2025-09-20 20:22:36,success
89,neutral,sleepiness,0.32,0.07,2025-09-20 20:22:36,fail
90,neutral,amused,0.31,0.07,2025-09-20 20:22:37,fail
90,neutral,anger,0.34,0.11,2025-09-20 20:22:37,success
90,neutral,disgust,0.28,0.07,2025-09-20 20:22:37,fail
90,neutral,neutral,0.33,1.0,2025-09-20 20:22:37,success
90,neutral,sleepiness,0.32,0.07,2025-09-20 20:22:38,fail
91,neutral,amused,0.31,0.07,2025-09-20 20:22:38,fail
91,neutral,anger,0.34,0.11,2025-09-20 20:22:38,success
91,neutral,disgust,0.28,0.07,2025-09-20 20:22:38,fail
91,neutral,neutral,0.33,1.0,2025-09-20 20:22:39,success
91,neutral,sleepiness,0.32,0.07,2025-09-20 20:22:39,fail
92,neutral,amused,0.31,0.07,2025-09-20 20:22:39,fail
92,neutral,anger,0.34,0.11,2025-09-20 20:22:40,success
92,neutral,disgust,0.28,0.07,2025-09-20 20:22:40,fail
92,neutral,neutral,0.33,1.0,2025-09-20 20:22:40,success
92,neutral,sleepiness,0.32,0.07,2025-09-20 20:22:41,fail
93,neutral,amused,0.31,0.07,2025-09-20 20:22:41,fail
93,neutral,anger,0.34,0.11,2025-09-20 20:22:42,success
93,neutral,disgust,0.28,0.07,2025-09-20 20:22:42,fail
93,neutral,neutral,0.33,1.0,2025-09-20 20:22:42,success
93,neutral,sleepiness,0.32,0.07,2025-09-20 20:22:42,fail
94,neutral,amused,0.31,0.07,2025-09-20 20:22:43,fail
94,neutral,anger,0.34,0.11,2025-09-20 20:22:43,success
94,neutral,disgust,0.28,0.07,2025-09-20 20:22:43,fail
94,neutral,neutral,0.33,1.0,2025-09-20 20:22:43,success
94,neutral,sleepiness,0.32,0.07,2025-09-20 20:22:44,fail
95,neutral,amused,0.31,0.07,2025-09-20 20:22:44,fail
95,neutral,anger,0.34,0.11,2025-09-20 20:22:44,success
95,neutral,disgust,0.28,0.07,2025-09-20 20:22:44,fail
95,neutral,neutral,0.33,1.0,2025-09-20 20:22:45,success
95,neutral,sleepiness,0.32,0.07,2025-09-20 20:22:45,fail
96,neutral,amused,0.31,0.07,2025-09-20 20:22:45,fail
96,neutral,anger,0.34,0.11,2025-09-20 20:22:45,success
96,neutral,disgust,0.28,0.07,2025-09-20 20:22:46,fail
96,neutral,neutral,0.33,1.0,2025-09-20 20:22:46,success
96,neutral,sleepiness,0.32,0.07,2025-09-20 20:22:47,fail
97,neutral,amused,0.31,0.07,2025-09-20 20:22:47,fail
97,neutral,anger,0.34,0.11,2025-09-20 20:22:47,success
97,neutral,disgust,0.28,0.07,2025-09-20 20:22:48,fail
97,neutral,neutral,0.33,1.0,2025-09-20 20:22:48,success
97,neutral,sleepiness,0.32,0.07,2025-09-20 20:22:48,fail
98,neutral,amused,0.31,0.07,2025-09-20 20:22:48,fail
98,neutral,anger,0.34,0.11,2025-09-20 20:22:49,success
98,neutral,disgust,0.28,0.07,2025-09-20 20:22:49,fail
98,neutral,neutral,0.33,1.0,2025-09-20 20:22:49,success
98,neutral,sleepiness,0.32,0.07,2025-09-20 20:22:50,fail
99,neutral,amused,0.31,0.07,2025-09-20 20:22:50,fail
99,neutral,anger,0.34,0.11,2025-09-20 20:22:50,success
99,neutral,disgust,0.28,0.07,2025-09-20 20:22:50,fail
99,neutral,neutral,0.33,1.0,2025-09-20 20:22:51,success
99,neutral,sleepiness,0.32,0.07,2025-09-20 20:22:51,fail
100,neutral,amused,0.31,0.07,2025-09-20 20:22:51,fail
100,neutral,anger,0.34,0.11,2025-09-20 20:22:52,success
100,neutral,disgust,0.28,0.07,2025-09-20 20:22:52,fail
100,neutral,neutral,0.33,1.0,2025-09-20 20:22:52,success
100,neutral,sleepiness,0.32,0.07,2025-09-20 20:22:53,fail
101,neutral,amused,0.31,0.07,2025-09-20 20:22:53,fail
101,neutral,anger,0.34,0.11,2025-09-20 20:22:53,success
101,neutral,disgust,0.28,0.07,2025-09-20 20:22:53,fail
101,neutral,neutral,0.33,1.0,2025-09-20 20:22:54,success
101,neutral,sleepiness,0.32,0.07,2025-09-20 20:22:54,fail
102,neutral,amused,0.31,0.07,2025-09-20 20:22:54,fail
102,neutral,anger,0.34,0.11,2025-09-20 20:22:55,success
102,neutral,disgust,0.28,0.07,2025-09-20 20:22:55,fail
102,neutral,neutral,0.33,1.0,2025-09-20 20:22:55,success
102,neutral,sleepiness,0.32,0.07,2025-09-20 20:22:55,fail
103,neutral,amused,0.31,0.07,2025-09-20 20:22:56,fail
103,neutral,anger,0.34,0.11,2025-09-20 20:22:56,success
103,neutral,disgust,0.28,0.07,2025-09-20 20:22:56,fail
103,neutral,neutral,0.33,1.0,2025-09-20 20:22:56,success
103,neutral,sleepiness,0.32,0.07,2025-09-20 20:22:57,fail
104,neutral,amused,0.31,0.07,2025-09-20 20:22:57,fail
104,neutral,anger,0.34,0.11,2025-09-20 20:22:57,success
104,neutral,disgust,0.28,0.07,2025-09-20 20:22:58,fail
104,neutral,neutral,0.33,1.0,2025-09-20 20:22:58,success
104,neutral,sleepiness,0.32,0.07,2025-09-20 20:22:58,fail
105,neutral,amused,0.31,0.07,2025-09-20 20:22:58,fail
105,neutral,anger,0.34,0.11,2025-09-20 20:22:59,success
105,neutral,disgust,0.28,0.07,2025-09-20 20:22:59,fail
105,neutral,neutral,0.33,1.0,2025-09-20 20:22:59,success
105,neutral,sleepiness,0.32,0.07,2025-09-20 20:23:00,fail
106,neutral,amused,0.31,0.07,2025-09-20 20:23:00,fail
106,neutral,anger,0.34,0.11,2025-09-20 20:23:00,success
106,neutral,disgust,0.28,0.07,2025-09-20 20:23:00,fail
106,neutral,neutral,0.33,1.0,2025-09-20 20:23:01,success
106,neutral,sleepiness,0.32,0.07,2025-09-20 20:23:01,fail
107,neutral,amused,0.31,0.07,2025-09-20 20:23:01,fail
107,neutral,anger,0.34,0.11,2025-09-20 20:23:01,success
107,neutral,disgust,0.28,0.07,2025-09-20 20:23:02,fail
107,neutral,neutral,0.33,1.0,2025-09-20 20:23:02,success
107,neutral,sleepiness,0.32,0.07,2025-09-20 20:23:02,fail
108,neutral,amused,0.31,0.07,2025-09-20 20:23:03,fail
108,neutral,anger,0.34,0.11,2025-09-20 20:23:03,success
108,neutral,disgust,0.28,0.07,2025-09-20 20:23:03,fail
108,neutral,neutral,0.33,1.0,2025-09-20 20:23:04,success
108,neutral,sleepiness,0.32,0.07,2025-09-20 20:23:04,fail
109,neutral,amused,0.31,0.07,2025-09-20 20:23:04,fail
109,neutral,anger,0.34,0.11,2025-09-20 20:23:04,success
109,neutral,disgust,0.28,0.07,2025-09-20 20:23:05,fail
109,neutral,neutral,0.33,1.0,2025-09-20 20:23:05,success
109,neutral,sleepiness,0.32,0.07,2025-09-20 20:23:05,fail
110,neutral,amused,0.31,0.07,2025-09-20 20:23:06,fail
110,neutral,anger,0.34,0.11,2025-09-20 20:23:06,success
110,neutral,disgust,0.28,0.07,2025-09-20 20:23:06,fail
110,neutral,neutral,0.33,1.0,2025-09-20 20:23:06,success
110,neutral,sleepiness,0.32,0.07,2025-09-20 20:23:07,fail
111,neutral,amused,0.31,0.07,2025-09-20 20:23:07,fail
111,neutral,anger,0.34,0.11,2025-09-20 20:23:07,success
111,neutral,disgust,0.28,0.07,2025-09-20 20:23:07,fail
111,neutral,neutral,0.33,1.0,2025-09-20 20:23:08,success
111,neutral,sleepiness,0.32,0.07,2025-09-20 20:23:08,fail
112,neutral,amused,0.31,0.07,2025-09-20 20:23:08,fail
112,neutral,anger,0.34,0.11,2025-09-20 20:23:09,success
112,neutral,disgust,0.28,0.07,2025-09-20 20:23:09,fail
112,neutral,neutral,0.33,1.0,2025-09-20 20:23:09,success
112,neutral,sleepiness,0.32,0.07,2025-09-20 20:23:09,fail
113,neutral,amused,0.31,0.07,2025-09-20 20:23:10,fail
113,neutral,anger,0.34,0.11,2025-09-20 20:23:10,success
113,neutral,disgust,0.28,0.07,2025-09-20 20:23:10,fail
113,neutral,neutral,0.33,1.0,2025-09-20 20:23:11,success
113,neutral,sleepiness,0.32,0.07,2025-09-20 20:23:11,fail
114,neutral,amused,0.31,0.07,2025-09-20 20:23:11,fail
114,neutral,anger,0.34,0.11,2025-09-20 20:23:12,success
114,neutral,disgust,0.28,0.07,2025-09-20 20:23:12,fail
114,neutral,neutral,0.33,1.0,2025-09-20 20:23:12,success
114,neutral,sleepiness,0.32,0.07,2025-09-20 20:23:12,fail
115,neutral,amused,0.31,0.07,2025-09-20 20:23:13,fail
115,neutral,anger,0.34,0.11,2025-09-20 20:23:13,success
115,neutral,disgust,0.28,0.07,2025-09-20 20:23:13,fail
115,neutral,neutral,0.33,1.0,2025-09-20 20:23:13,success
115,neutral,sleepiness,0.32,0.07,2025-09-20 20:23:14,fail
116,neutral,amused,0.31,0.07,2025-09-20 20:23:14,fail
116,neutral,anger,0.34,0.11,2025-09-20 20:23:14,success
116,neutral,disgust,0.28,0.07,2025-09-20 20:23:15,fail
116,neutral,neutral,0.33,1.0,2025-09-20 20:23:15,success
116,neutral,sleepiness,0.32,0.07,2025-09-20 20:23:15,fail
117,neutral,amused,0.31,0.07,2025-09-20 20:23:15,fail
117,neutral,anger,0.34,0.11,2025-09-20 20:23:16,success
117,neutral,disgust,0.28,0.07,2025-09-20 20:23:16,fail
117,neutral,neutral,0.33,1.0,2025-09-20 20:23:16,success
117,neutral,sleepiness,0.32,0.07,2025-09-20 20:23:17,fail
118,neutral,amused,0.31,0.07,2025-09-20 20:23:17,fail
118,neutral,anger,0.34,0.11,2025-09-20 20:23:17,success
118,neutral,disgust,0.28,0.07,2025-09-20 20:23:17,fail
118,neutral,neutral,0.33,1.0,2025-09-20 20:23:18,success
118,neutral,sleepiness,0.32,0.07,2025-09-20 20:23:18,fail
119,neutral,amused,0.31,0.07,2025-09-20 20:23:18,fail
119,neutral,anger,0.34,0.11,2025-09-20 20:23:19,success
119,neutral,disgust,0.28,0.07,2025-09-20 20:23:19,fail
119,neutral,neutral,0.33,1.0,2025-09-20 20:23:19,success
119,neutral,sleepiness,0.32,0.07,2025-09-20 20:23:20,fail
120,neutral,amused,0.31,0.07,2025-09-20 20:23:20,fail
120,neutral,anger,0.34,0.11,2025-09-20 20:23:20,success
120,neutral,disgust,0.28,0.07,2025-09-20 20:23:20,fail
120,neutral,neutral,0.33,1.0,2025-09-20 20:23:21,success
120,neutral,sleepiness,0.32,0.07,2025-09-20 20:23:21,fail
121,neutral,amused,0.31,0.07,2025-09-20 20:23:21,fail
121,neutral,anger,0.34,0.11,2025-09-20 20:23:21,success
121,neutral,disgust,0.28,0.07,2025-09-20 20:23:22,fail
121,neutral,neutral,0.33,1.0,2025-09-20 20:23:22,success
121,neutral,sleepiness,0.32,0.07,2025-09-20 20:23:22,fail
122,neutral,amused,0.31,0.07,2025-09-20 20:23:22,fail
122,neutral,anger,0.34,0.11,2025-09-20 20:23:23,success
122,neutral,disgust,0.28,0.07,2025-09-20 20:23:23,fail
122,neutral,neutral,0.33,1.0,2025-09-20 20:23:23,success
122,neutral,sleepiness,0.32,0.07,2025-09-20 20:23:24,fail
123,neutral,amused,0.31,0.07,2025-09-20 20:23:24,fail
123,neutral,anger,0.34,0.11,2025-09-20 20:23:24,success
123,neutral,disgust,0.28,0.07,2025-09-20 20:23:24,fail
123,neutral,neutral,0.33,1.0,2025-09-20 20:23:25,success
123,neutral,sleepiness,0.32,0.07,2025-09-20 20:23:25,fail
124,neutral,amused,0.31,0.07,2025-09-20 20:23:25,fail
124,neutral,anger,0.34,0.11,2025-09-20 20:23:25,success
124,neutral,disgust,0.28,0.07,2025-09-20 20:23:26,fail
124,neutral,neutral,0.33,1.0,2025-09-20 20:23:26,success
124,neutral,sleepiness,0.32,0.07,2025-09-20 20:23:26,fail
125,neutral,amused,0.31,0.07,2025-09-20 20:23:27,fail
125,neutral,anger,0.34,0.11,2025-09-20 20:23:27,success
125,neutral,disgust,0.28,0.07,2025-09-20 20:23:27,fail
125,neutral,neutral,0.33,1.0,2025-09-20 20:23:27,success
125,neutral,sleepiness,0.32,0.07,2025-09-20 20:23:28,fail
126,neutral,amused,0.31,0.07,2025-09-20 20:23:28,fail
126,neutral,anger,0.34,0.11,2025-09-20 20:23:28,success
126,neutral,disgust,0.28,0.07,2025-09-20 20:23:29,fail
126,neutral,neutral,0.33,1.0,2025-09-20 20:23:29,success
126,neutral,sleepiness,0.32,0.07,2025-09-20 20:23:29,fail
127,neutral,amused,0.31,0.07,2025-09-20 20:23:29,fail
127,neutral,anger,0.34,0.11,2025-09-20 20:23:30,success
127,neutral,disgust,0.28,0.07,2025-09-20 20:23:30,fail
127,neutral,neutral,0.33,1.0,2025-09-20 20:23:30,success
127,neutral,sleepiness,0.32,0.07,2025-09-20 20:23:31,fail
128,neutral,amused,0.31,0.07,2025-09-20 20:23:31,fail
128,neutral,anger,0.34,0.11,2025-09-20 20:23:31,success
128,neutral,disgust,0.28,0.07,2025-09-20 20:23:31,fail
128,neutral,neutral,0.33,1.0,2025-09-20 20:23:32,success
128,neutral,sleepiness,0.32,0.07,2025-09-20 20:23:32,fail
129,neutral,amused,0.31,0.07,2025-09-20 20:23:32,fail
129,neutral,anger,0.34,0.11,2025-09-20 20:23:32,success
129,neutral,disgust,0.28,0.07,2025-09-20 20:23:33,fail
129,neutral,neutral,0.33,1.0,2025-09-20 20:23:33,success
129,neutral,sleepiness,0.32,0.07,2025-09-20 20:23:33,fail
130,neutral,amused,0.31,0.07,2025-09-20 20:23:33,fail
130,neutral,anger,0.34,0.11,2025-09-20 20:23:34,success
130,neutral,disgust,0.28,0.07,2025-09-20 20:23:34,fail
130,neutral,neutral,0.33,1.0,2025-09-20 20:23:34,success
130,neutral,sleepiness,0.32,0.07,2025-09-20 20:23:35,fail
131,neutral,amused,0.31,0.07,2025-09-20 20:23:35,fail
131,neutral,anger,0.34,0.11,2025-09-20 20:23:35,success
131,neutral,disgust,0.28,0.07,2025-09-20 20:23:36,fail
131,neutral,neutral,0.33,1.0,2025-09-20 20:23:36,success
131,neutral,sleepiness,0.32,0.07,2025-09-20 20:23:36,fail
132,neutral,amused,0.31,0.07,2025-09-20 20:23:36,fail
132,neutral,anger,0.34,0.11,2025-09-20 20:23:37,success
132,neutral,disgust,0.28,0.07,2025-09-20 20:23:37,fail
132,neutral,neutral,0.33,1.0,2025-09-20 20:23:37,success
132,neutral,sleepiness,0.32,0.07,2025-09-20 20:23:38,fail
133,neutral,amused,0.31,0.07,2025-09-20 20:23:38,fail
133,neutral,anger,0.34,0.11,2025-09-20 20:23:38,success
133,neutral,disgust,0.28,0.07,2025-09-20 20:23:39,fail
133,neutral,neutral,0.33,1.0,2025-09-20 20:23:39,success
133,neutral,sleepiness,0.32,0.07,2025-09-20 20:23:39,fail
134,neutral,amused,0.31,0.07,2025-09-20 20:23:39,fail
134,neutral,anger,0.34,0.11,2025-09-20 20:23:40,success
134,neutral,disgust,0.28,0.07,2025-09-20 20:23:40,fail
134,neutral,neutral,0.33,1.0,2025-09-20 20:23:40,success
134,neutral,sleepiness,0.32,0.07,2025-09-20 20:23:40,fail
135,neutral,amused,0.31,0.07,2025-09-20 20:23:41,fail
135,neutral,anger,0.34,0.11,2025-09-20 20:23:42,success
135,neutral,disgust,0.28,0.07,2025-09-20 20:23:42,fail
135,neutral,neutral,0.33,1.0,2025-09-20 20:23:42,success
135,neutral,sleepiness,0.32,0.07,2025-09-20 20:23:43,fail
136,neutral,amused,0.31,0.07,2025-09-20 20:23:43,fail
136,neutral,anger,0.34,0.11,2025-09-20 20:23:43,success
136,neutral,disgust,0.28,0.07,2025-09-20 20:23:44,fail
136,neutral,neutral,0.33,1.0,2025-09-20 20:23:44,success
136,neutral,sleepiness,0.32,0.07,2025-09-20 20:23:44,fail
137,neutral,amused,0.31,0.07,2025-09-20 20:23:44,fail
137,neutral,anger,0.34,0.11,2025-09-20 20:23:45,success
137,neutral,disgust,0.28,0.07,2025-09-20 20:23:45,fail
137,neutral,neutral,0.33,1.0,2025-09-20 20:23:45,success
137,neutral,sleepiness,0.32,0.07,2025-09-20 20:23:45,fail
138,neutral,amused,0.31,0.07,2025-09-20 20:23:46,fail
138,neutral,anger,0.34,0.11,2025-09-20 20:23:46,success
138,neutral,disgust,0.28,0.07,2025-09-20 20:23:46,fail
138,neutral,neutral,0.33,1.0,2025-09-20 20:23:46,success
138,neutral,sleepiness,0.32,0.07,2025-09-20 20:23:47,fail
139,neutral,amused,0.31,0.07,2025-09-20 20:23:47,fail
139,neutral,anger,0.34,0.11,2025-09-20 20:23:47,success
139,neutral,disgust,0.28,0.07,2025-09-20 20:23:48,fail
139,neutral,neutral,0.33,1.0,2025-09-20 20:23:48,success
139,neutral,sleepiness,0.32,0.07,2025-09-20 20:23:48,fail
140,neutral,amused,0.31,0.07,2025-09-20 20:23:48,fail
140,neutral,anger,0.34,0.11,2025-09-20 20:23:49,success
140,neutral,disgust,0.28,0.07,2025-09-20 20:23:49,fail
140,neutral,neutral,0.33,1.0,2025-09-20 20:23:49,success
140,neutral,sleepiness,0.32,0.07,2025-09-20 20:23:49,fail
141,neutral,amused,0.31,0.07,2025-09-20 20:23:50,fail
141,neutral,anger,0.34,0.11,2025-09-20 20:23:50,success
141,neutral,disgust,0.28,0.07,2025-09-20 20:23:50,fail
141,neutral,neutral,0.33,1.0,2025-09-20 20:23:50,success
141,neutral,sleepiness,0.32,0.07,2025-09-20 20:23:51,fail
142,neutral,amused,0.31,0.07,2025-09-20 20:23:51,fail
142,neutral,anger,0.34,0.11,2025-09-20 20:23:52,success
142,neutral,disgust,0.28,0.07,2025-09-20 20:23:52,fail
142,neutral,neutral,0.33,1.0,2025-09-20 20:23:52,success
142,neutral,sleepiness,0.32,0.07,2025-09-20 20:23:52,fail
143,neutral,amused,0.31,0.07,2025-09-20 20:23:53,fail
143,neutral,anger,0.34,0.11,2025-09-20 20:23:53,success
143,neutral,disgust,0.28,0.07,2025-09-20 20:23:53,fail
143,neutral,neutral,0.33,1.0,2025-09-20 20:23:53,success
143,neutral,sleepiness,0.32,0.07,2025-09-20 20:23:54,fail
144,neutral,amused,0.31,0.07,2025-09-20 20:23:54,fail
144,neutral,anger,0.34,0.11,2025-09-20 20:23:54,success
144,neutral,disgust,0.28,0.07,2025-09-20 20:23:55,fail
144,neutral,neutral,0.33,1.0,2025-09-20 20:23:55,success
144,neutral,sleepiness,0.32,0.07,2025-09-20 20:23:55,fail
145,neutral,amused,0.31,0.07,2025-09-20 20:23:55,fail
145,neutral,anger,0.34,0.11,2025-09-20 20:23:56,success
145,neutral,disgust,0.28,0.07,2025-09-20 20:23:56,fail
145,neutral,neutral,0.33,1.0,2025-09-20 20:23:56,success
145,neutral,sleepiness,0.32,0.07,2025-09-20 20:23:56,fail
146,neutral,amused,0.31,0.07,2025-09-20 20:23:57,fail
146,neutral,anger,0.34,0.11,2025-09-20 20:23:57,success
146,neutral,disgust,0.28,0.07,2025-09-20 20:23:57,fail
146,neutral,neutral,0.33,1.0,2025-09-20 20:23:57,success
146,neutral,sleepiness,0.32,0.07,2025-09-20 20:23:58,fail
147,neutral,amused,0.31,0.07,2025-09-20 20:23:58,fail
147,neutral,anger,0.34,0.11,2025-09-20 20:23:58,success
147,neutral,disgust,0.28,0.07,2025-09-20 20:23:58,fail
147,neutral,neutral,0.33,1.0,2025-09-20 20:23:59,success
147,neutral,sleepiness,0.32,0.07,2025-09-20 20:23:59,fail
148,neutral,amused,0.31,0.07,2025-09-20 20:23:59,fail
148,neutral,anger,0.34,0.11,2025-09-20 20:24:00,success
148,neutral,disgust,0.28,0.07,2025-09-20 20:24:00,fail
148,neutral,neutral,0.33,1.0,2025-09-20 20:24:00,success
148,neutral,sleepiness,0.32,0.07,2025-09-20 20:24:01,fail
149,neutral,amused,0.31,0.07,2025-09-20 20:24:01,fail
149,neutral,anger,0.34,0.11,2025-09-20 20:24:01,success
149,neutral,disgust,0.28,0.07,2025-09-20 20:24:02,fail
149,neutral,neutral,0.33,1.0,2025-09-20 20:24:02,success
149,neutral,sleepiness,0.32,0.07,2025-09-20 20:24:02,fail
150,neutral,amused,0.31,0.07,2025-09-20 20:24:02,fail
150,neutral,anger,0.34,0.11,2025-09-20 20:24:03,success
150,neutral,disgust,0.28,0.07,2025-09-20 20:24:03,fail
150,neutral,neutral,0.33,1.0,2025-09-20 20:24:03,success
150,neutral,sleepiness,0.32,0.07,2025-09-20 20:24:03,fail
151,neutral,amused,0.31,0.07,2025-09-20 20:24:04,fail
151,neutral,anger,0.34,0.11,2025-09-20 20:24:04,success
151,neutral,disgust,0.28,0.07,2025-09-20 20:24:04,fail
151,neutral,neutral,0.33,1.0,2025-09-20 20:24:05,success
